citycode,cityname,cityname_kn,matomeareacode,matomeareaname,matomeareaname_kn,firstareacode,firstareaname,firstareaname_kn,prefcode,prefname,prefname_kn
2620900,長岡京市,ながおかきょうし,260011,京都・亀岡,きょうとかめおか,260010,南部,なんぶ,260000,京都府,きょうとふ
2621000,八幡市,やわたし,260013,山城中部,やましろちゅうぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2621100,京田辺市,きょうたなべし,260013,山城中部,やましろちゅうぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2621200,京丹後市,きょうたんごし,260021,丹後,たんご,260020,北部,ほくぶ,260000,京都府,きょうとふ
2621300,南丹市,なんたんし,260012,南丹・京丹波,なんたんきょうたんば,260010,南部,なんぶ,260000,京都府,きょうとふ
2621400,木津川市,きづがわし,260014,山城南部,やましろなんぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2630300,大山崎町,おおやまざきちょう,260011,京都・亀岡,きょうとかめおか,260010,南部,なんぶ,260000,京都府,きょうとふ
2632200,久御山町,くみやまちょう,260013,山城中部,やましろちゅうぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2634300,井手町,いでちょう,260013,山城中部,やましろちゅうぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2634400,宇治田原町,うじたわらちょう,260013,山城中部,やましろちゅうぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2636400,笠置町,かさぎちょう,260014,山城南部,やましろなんぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2636500,和束町,わづかちょう,260014,山城南部,やましろなんぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2636600,精華町,せいかちょう,260014,山城南部,やましろなんぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2636700,南山城村,みなみやましろむら,260014,山城南部,やましろなんぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2640700,京丹波町,きょうたんばちょう,260012,南丹・京丹波,なんたんきょうたんば,260010,南部,なんぶ,260000,京都府,きょうとふ
2646300,伊根町,いねちょう,260021,丹後,たんご,260020,北部,ほくぶ,260000,京都府,きょうとふ
2646500,与謝野町,よさのちょう,260021,丹後,たんご,260020,北部,ほくぶ,260000,京都府,きょうとふ
2710000,大阪市,おおさかし,270001,大阪市,おおさかし,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2714000,堺市,さかいし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2720200,岸和田市,きしわだし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2720300,豊中市,とよなかし,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2720400,池田市,いけだし,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2720500,吹田市,すいたし,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2720600,泉大津市,いずみおおつし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2720700,高槻市,たかつきし,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2720800,貝塚市,かいづかし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2720900,守口市,もりぐちし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721000,枚方市,ひらかたし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721100,茨木市,いばらきし,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721200,八尾市,やおし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721300,泉佐野市,いずみさのし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721400,富田林市,とんだばやしし,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721500,寝屋川市,ねやがわし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721600,河内長野市,かわちながのし,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721700,松原市,まつばらし,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721800,大東市,だいとうし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2721900,和泉市,いずみし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722000,箕面市,みのおし,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722100,柏原市,かしわらし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722200,羽曳野市,はびきのし,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722300,門真市,かどまし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722400,摂津市,せっつし,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722500,高石市,たかいしし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722600,藤井寺市,ふじいでらし,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722700,東大阪市,ひがしおおさかし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722800,泉南市,せんなんし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2722900,四條畷市,しじょうなわてし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2723000,交野市,かたのし,270003,東部大阪,とうぶおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2723100,大阪狭山市,おおさかさやまし,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2723200,阪南市,はんなんし,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2730100,島本町,しまもとちょう,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2732100,豊能町,とよのちょう,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2732200,能勢町,のせちょう,270002,北大阪,きたおおさか,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2734100,忠岡町,ただおかちょう,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2736100,熊取町,くまとりちょう,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2736200,田尻町,たじりちょう,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2736600,岬町,みさきちょう,270005,泉州,せんしゅう,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2738100,太子町,たいしちょう,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2738200,河南町,かなんちょう,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2738300,千早赤阪村,ちはやあかさかむら,270004,南河内,みなみかわち,270000,大阪府,おおさかふ,270000,大阪府,おおさかふ
2810000,神戸市,こうべし,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820100,姫路市,ひめじし,280015,播磨南西部,はりまなんせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820200,尼崎市,あまがさきし,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820300,明石市,あかしし,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820400,西宮市,にしのみやし,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820500,洲本市,すもとし,280016,淡路島,あわじしま,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820600,芦屋市,あしやし,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820700,伊丹市,いたみし,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820800,相生市,あいおいし,280015,播磨南西部,はりまなんせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2820900,豊岡市,とよおかし,280021,但馬北部,たじまほくぶ,280020,北部,ほくぶ,280000,兵庫県,ひょうごけん
2821000,加古川市,かこがわし,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2821200,赤穂市,あこうし,280015,播磨南西部,はりまなんせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2821300,西脇市,にしわきし,280012,北播丹波,ほくばんたんば,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2821400,宝塚市,たからづかし,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2821500,三木市,みきし,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2821600,高砂市,たかさごし,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2821700,川西市,かわにしし,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2821800,小野市,おのし,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2821900,三田市,さんだし,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2822000,加西市,かさいし,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2822100,丹波篠山市,たんばささやまし,280012,北播丹波,ほくばんたんば,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2822200,養父市,やぶし,280022,但馬南部,たじまなんぶ,280020,北部,ほくぶ,280000,兵庫県,ひょうごけん
2822300,丹波市,たんばし,280012,北播丹波,ほくばんたんば,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2822400,南あわじ市,みなみあわじし,280016,淡路島,あわじしま,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2822500,朝来市,あさごし,280022,但馬南部,たじまなんぶ,280020,北部,ほくぶ,280000,兵庫県,ひょうごけん
2822600,淡路市,あわじし,280016,淡路島,あわじしま,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2822700,宍粟市,しそうし,280013,播磨北西部,はりまほくせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2822800,加東市,かとうし,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2822900,たつの市,たつのし,280015,播磨南西部,はりまなんせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2830100,猪名川町,いながわちょう,280011,阪神,はんしん,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2836500,多可町,たかちょう,280012,北播丹波,ほくばんたんば,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2838100,稲美町,いなみちょう,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2838200,播磨町,はりまちょう,280014,播磨南東部,はりまなんとうぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2844200,市川町,いちかわちょう,280013,播磨北西部,はりまほくせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2844300,福崎町,ふくさきちょう,280013,播磨北西部,はりまほくせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2844600,神河町,かみかわちょう,280013,播磨北西部,はりまほくせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2846400,太子町,たいしちょう,280015,播磨南西部,はりまなんせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2848100,上郡町,かみごおりちょう,280015,播磨南西部,はりまなんせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2850100,佐用町,さようちょう,280013,播磨北西部,はりまほくせいぶ,280010,南部,なんぶ,280000,兵庫県,ひょうごけん
2858500,香美町,かみちょう,280021,但馬北部,たじまほくぶ,280020,北部,ほくぶ,280000,兵庫県,ひょうごけん
2858600,新温泉町,しんおんせんちょう,280021,但馬北部,たじまほくぶ,280020,北部,ほくぶ,280000,兵庫県,ひょうごけん
2920100,奈良市,ならし,290011,北西部,ほくせいぶ,290010,北部,ほくぶ,290000,奈良県,ならけん
2920200,大和高田市,やまとたかだし,290011,北西部,ほくせいぶ,290010,北部,ほくぶ,290000,奈良県,ならけん
2920300,大和郡山市,やまとこおりやまし,290011,北西部,ほくせいぶ,290010,北部,ほくぶ,290000,奈良県,ならけん
2920400,天理市,てんりし,290011,北西部,ほくせいぶ,290010,北部,ほくぶ,290000,奈良県,ならけん
