citycode,cityname,cityname_kn,matomeareacode,matomeareaname,matomeareaname_kn,firstareacode,firstareaname,firstareaname_kn,prefcode,prefname,prefname_kn
2040300,高森町,たかもりまち,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2040400,阿南町,あなんちょう,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2040700,阿智村,あちむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2040900,平谷村,ひらやむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2041000,根羽村,ねばむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2041100,下條村,しもじょうむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2041200,売木村,うるぎむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2041300,天龍村,てんりゅうむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2041400,泰阜村,やすおかむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2041500,喬木村,たかぎむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2041600,豊丘村,とよおかむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2041700,大鹿村,おおしかむら,200033,下伊那地域,しもいなちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2042200,上松町,あげまつまち,200032,木曽地域,きそちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2042300,南木曽町,なぎそまち,200032,木曽地域,きそちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2042500,木祖村,きそむら,200032,木曽地域,きそちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2042900,王滝村,おうたきむら,200032,木曽地域,きそちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2043000,大桑村,おおくわむら,200032,木曽地域,きそちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2043200,木曽町,きそまち,200032,木曽地域,きそちいき,200030,南部,なんぶ,200000,長野県,ながのけん
2044600,麻績村,おみむら,200023,松本地域,まつもとちいき,200020,中部,ちゅうぶ,200000,長野県,ながのけん
2044800,生坂村,いくさかむら,200023,松本地域,まつもとちいき,200020,中部,ちゅうぶ,200000,長野県,ながのけん
2045000,山形村,やまがたむら,200023,松本地域,まつもとちいき,200020,中部,ちゅうぶ,200000,長野県,ながのけん
2045100,朝日村,あさひむら,200023,松本地域,まつもとちいき,200020,中部,ちゅうぶ,200000,長野県,ながのけん
2045200,筑北村,ちくほくむら,200023,松本地域,まつもとちいき,200020,中部,ちゅうぶ,200000,長野県,ながのけん
2048100,池田町,いけだまち,200013,大北地域,だいほくちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2048200,松川村,まつかわむら,200013,大北地域,だいほくちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2048500,白馬村,はくばむら,200013,大北地域,だいほくちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2048600,小谷村,おたりむら,200013,大北地域,だいほくちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2052100,坂城町,さかきまち,200011,長野地域,ながのちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2054100,小布施町,おぶせまち,200011,長野地域,ながのちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2054300,高山村,たかやまむら,200011,長野地域,ながのちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2056100,山ノ内町,やまのうちまち,200012,中野飯山地域,なかのいいやまちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2056200,木島平村,きじまだいらむら,200012,中野飯山地域,なかのいいやまちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2056300,野沢温泉村,のざわおんせんむら,200012,中野飯山地域,なかのいいやまちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2058300,信濃町,しなのまち,200011,長野地域,ながのちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2058800,小川村,おがわむら,200011,長野地域,ながのちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2059000,飯綱町,いいづなまち,200011,長野地域,ながのちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2060200,栄村,さかえむら,200012,中野飯山地域,なかのいいやまちいき,200010,北部,ほくぶ,200000,長野県,ながのけん
2120100,岐阜市,ぎふし,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2120200,大垣市,おおがきし,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2120300,高山市,たかやまし,210021,飛騨北部,ひだほくぶ,210020,飛騨地方,ひだちほう,210000,岐阜県,ぎふけん
2120400,多治見市,たじみし,210012,東濃,とうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2120500,関市,せきし,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2120600,中津川市,なかつがわし,210012,東濃,とうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2120700,美濃市,みのし,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2120800,瑞浪市,みずなみし,210012,東濃,とうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2120900,羽島市,はしまし,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121000,恵那市,えなし,210012,東濃,とうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121100,美濃加茂市,みのかもし,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121200,土岐市,ときし,210012,東濃,とうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121300,各務原市,かかみがはらし,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121400,可児市,かにし,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121500,山県市,やまがたし,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121600,瑞穂市,みずほし,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121700,飛騨市,ひだし,210021,飛騨北部,ひだほくぶ,210020,飛騨地方,ひだちほう,210000,岐阜県,ぎふけん
2121800,本巣市,もとすし,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2121900,郡上市,ぐじょうし,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2122000,下呂市,げろし,210022,飛騨南部,ひだなんぶ,210020,飛騨地方,ひだちほう,210000,岐阜県,ぎふけん
2122100,海津市,かいづし,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2130200,岐南町,ぎなんちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2130300,笠松町,かさまつちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2134100,養老町,ようろうちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2136100,垂井町,たるいちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2136200,関ケ原町,せきがはらちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2138100,神戸町,ごうどちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2138200,輪之内町,わのうちちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2138300,安八町,あんぱちちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2140100,揖斐川町,いびがわちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2140300,大野町,おおのちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2140400,池田町,いけだちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2142100,北方町,きたがたちょう,210011,岐阜・西濃,ぎふせいのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2150100,坂祝町,さかほぎちょう,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2150200,富加町,とみかちょう,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2150300,川辺町,かわべちょう,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2150400,七宗町,ひちそうちょう,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2150500,八百津町,やおつちょう,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2150600,白川町,しらかわちょう,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2150700,東白川村,ひがししらかわむら,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2152100,御嵩町,みたけちょう,210013,中濃,ちゅうのう,210010,美濃地方,みのちほう,210000,岐阜県,ぎふけん
2160400,白川村,しらかわむら,210021,飛騨北部,ひだほくぶ,210020,飛騨地方,ひだちほう,210000,岐阜県,ぎふけん
2210001,静岡市南部,しずおかしなんぶ,220011,中部南,ちゅうぶみなみ,220010,中部,ちゅうぶ,220000,静岡県,しずおかけん
2210002,静岡市北部,しずおかしほくぶ,220012,中部北,ちゅうぶきた,220010,中部,ちゅうぶ,220000,静岡県,しずおかけん
2213001,浜松市南部,はままつしなんぶ,220042,遠州南,えんしゅうみなみ,220040,西部,せいぶ,220000,静岡県,しずおかけん
2213002,浜松市北部,はままつしほくぶ,220041,遠州北,えんしゅうきた,220040,西部,せいぶ,220000,静岡県,しずおかけん
2220300,沼津市,ぬまづし,220031,富士山南東,ふじさんなんとう,220030,東部,とうぶ,220000,静岡県,しずおかけん
2220500,熱海市,あたみし,220021,伊豆北,いずきた,220020,伊豆,いず,220000,静岡県,しずおかけん
2220600,三島市,みしまし,220031,富士山南東,ふじさんなんとう,220030,東部,とうぶ,220000,静岡県,しずおかけん
2220700,富士宮市,ふじのみやし,220032,富士山南西,ふじさんなんせい,220030,東部,とうぶ,220000,静岡県,しずおかけん
2220800,伊東市,いとうし,220021,伊豆北,いずきた,220020,伊豆,いず,220000,静岡県,しずおかけん
2220900,島田市,しまだし,220011,中部南,ちゅうぶみなみ,220010,中部,ちゅうぶ,220000,静岡県,しずおかけん
2221000,富士市,ふじし,220032,富士山南西,ふじさんなんせい,220030,東部,とうぶ,220000,静岡県,しずおかけん
2221100,磐田市,いわたし,220042,遠州南,えんしゅうみなみ,220040,西部,せいぶ,220000,静岡県,しずおかけん
2221200,焼津市,やいづし,220011,中部南,ちゅうぶみなみ,220010,中部,ちゅうぶ,220000,静岡県,しずおかけん
2221300,掛川市,かけがわし,220042,遠州南,えんしゅうみなみ,220040,西部,せいぶ,220000,静岡県,しずおかけん
2221400,藤枝市,ふじえだし,220011,中部南,ちゅうぶみなみ,220010,中部,ちゅうぶ,220000,静岡県,しずおかけん
2221500,御殿場市,ごてんばし,220031,富士山南東,ふじさんなんとう,220030,東部,とうぶ,220000,静岡県,しずおかけん
2221600,袋井市,ふくろいし,220042,遠州南,えんしゅうみなみ,220040,西部,せいぶ,220000,静岡県,しずおかけん
2221900,下田市,しもだし,220022,伊豆南,いずみなみ,220020,伊豆,いず,220000,静岡県,しずおかけん
2222000,裾野市,すそのし,220031,富士山南東,ふじさんなんとう,220030,東部,とうぶ,220000,静岡県,しずおかけん
2222100,湖西市,こさいし,220042,遠州南,えんしゅうみなみ,220040,西部,せいぶ,220000,静岡県,しずおかけん
2222200,伊豆市,いずし,220021,伊豆北,いずきた,220020,伊豆,いず,220000,静岡県,しずおかけん
2222300,御前崎市,おまえざきし,220042,遠州南,えんしゅうみなみ,220040,西部,せいぶ,220000,静岡県,しずおかけん
2222400,菊川市,きくがわし,220042,遠州南,えんしゅうみなみ,220040,西部,せいぶ,220000,静岡県,しずおかけん
2222500,伊豆の国市,いずのくにし,220021,伊豆北,いずきた,220020,伊豆,いず,220000,静岡県,しずおかけん
2222600,牧之原市,まきのはらし,220011,中部南,ちゅうぶみなみ,220010,中部,ちゅうぶ,220000,静岡県,しずおかけん
2230100,東伊豆町,ひがしいずちょう,220022,伊豆南,いずみなみ,220020,伊豆,いず,220000,静岡県,しずおかけん
2230200,河津町,かわづちょう,220022,伊豆南,いずみなみ,220020,伊豆,いず,220000,静岡県,しずおかけん
2230400,南伊豆町,みなみいずちょう,220022,伊豆南,いずみなみ,220020,伊豆,いず,220000,静岡県,しずおかけん
2230500,松崎町,まつざきちょう,220022,伊豆南,いずみなみ,220020,伊豆,いず,220000,静岡県,しずおかけん
2230600,西伊豆町,にしいずちょう,220022,伊豆南,いずみなみ,220020,伊豆,いず,220000,静岡県,しずおかけん
2232500,函南町,かんなみちょう,220021,伊豆北,いずきた,220020,伊豆,いず,220000,静岡県,しずおかけん
2234100,清水町,しみずちょう,220031,富士山南東,ふじさんなんとう,220030,東部,とうぶ,220000,静岡県,しずおかけん
2234200,長泉町,ながいずみちょう,220031,富士山南東,ふじさんなんとう,220030,東部,とうぶ,220000,静岡県,しずおかけん
2234400,小山町,おやまちょう,220031,富士山南東,ふじさんなんとう,220030,東部,とうぶ,220000,静岡県,しずおかけん
2242400,吉田町,よしだちょう,220011,中部南,ちゅうぶみなみ,220010,中部,ちゅうぶ,220000,静岡県,しずおかけん
2242900,川根本町,かわねほんちょう,220012,中部北,ちゅうぶきた,220010,中部,ちゅうぶ,220000,静岡県,しずおかけん
2246100,森町,もりまち,220042,遠州南,えんしゅうみなみ,220040,西部,せいぶ,220000,静岡県,しずおかけん
2310000,名古屋市,なごやし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2320100,豊橋市,とよはしし,230023,東三河南部,ひがしみかわなんぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2320200,岡崎市,おかざきし,230014,西三河南部,にしみかわなんぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2320300,一宮市,いちのみやし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2320400,瀬戸市,せとし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2320500,半田市,はんだし,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2320600,春日井市,かすがいし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2320700,豊川市,とよかわし,230023,東三河南部,ひがしみかわなんぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2320800,津島市,つしまし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2320900,碧南市,へきなんし,230014,西三河南部,にしみかわなんぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2321000,刈谷市,かりやし,230014,西三河南部,にしみかわなんぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2321101,豊田市西部,とよたしせいぶ,230015,西三河北西部,にしみかわほくせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2321102,豊田市東部,とよたしとうぶ,230021,西三河北東部,にしみかわほくとうぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2321200,安城市,あんじょうし,230014,西三河南部,にしみかわなんぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2321300,西尾市,にしおし,230014,西三河南部,にしみかわなんぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2321400,蒲郡市,がまごおりし,230023,東三河南部,ひがしみかわなんぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2321500,犬山市,いぬやまし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2321600,常滑市,とこなめし,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2321700,江南市,こうなんし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2321900,小牧市,こまきし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2322000,稲沢市,いなざわし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2322100,新城市,しんしろし,230022,東三河北部,ひがしみかわほくぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2322200,東海市,とうかいし,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2322300,大府市,おおぶし,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2322400,知多市,ちたし,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2322500,知立市,ちりゅうし,230014,西三河南部,にしみかわなんぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2322600,尾張旭市,おわりあさひし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2322700,高浜市,たかはまし,230014,西三河南部,にしみかわなんぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2322800,岩倉市,いわくらし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2322900,豊明市,とよあけし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2323000,日進市,にっしんし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2323100,田原市,たはらし,230023,東三河南部,ひがしみかわなんぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2323200,愛西市,あいさいし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2323300,清須市,きよすし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2323400,北名古屋市,きたなごやし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2323500,弥富市,やとみし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2323600,みよし市,みよしし,230015,西三河北西部,にしみかわほくせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2323700,あま市,あまし,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2323800,長久手市,ながくてし,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2330200,東郷町,とうごうちょう,230011,尾張東部,おわりとうぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2334200,豊山町,とよやまちょう,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2336100,大口町,おおぐちちょう,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2336200,扶桑町,ふそうちょう,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2342400,大治町,おおはるちょう,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2342500,蟹江町,かにえちょう,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2342700,飛島村,とびしまむら,230012,尾張西部,おわりせいぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2344100,阿久比町,あぐいちょう,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2344200,東浦町,ひがしうらちょう,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2344500,南知多町,みなみちたちょう,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2344600,美浜町,みはまちょう,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2344700,武豊町,たけとよちょう,230013,知多地域,ちたちいき,230010,西部,せいぶ,230000,愛知県,あいちけん
2350100,幸田町,こうたちょう,230014,西三河南部,にしみかわなんぶ,230010,西部,せいぶ,230000,愛知県,あいちけん
2356100,設楽町,したらちょう,230022,東三河北部,ひがしみかわほくぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2356200,東栄町,とうえいちょう,230022,東三河北部,ひがしみかわほくぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2356300,豊根村,とよねむら,230022,東三河北部,ひがしみかわほくぶ,230020,東部,とうぶ,230000,愛知県,あいちけん
2420100,津市,つし,240011,中部,ちゅうぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2420200,四日市市,よっかいちし,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2420300,伊勢市,いせし,240021,伊勢志摩,いせしま,240020,南部,なんぶ,240000,三重県,みえけん
2420400,松阪市,まつさかし,240011,中部,ちゅうぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2420500,桑名市,くわなし,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2420700,鈴鹿市,すずかし,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2420800,名張市,なばりし,240013,伊賀,いが,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2420900,尾鷲市,おわせし,240022,紀勢・東紀州,きせいひがしきしゅう,240020,南部,なんぶ,240000,三重県,みえけん
2421000,亀山市,かめやまし,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2421100,鳥羽市,とばし,240021,伊勢志摩,いせしま,240020,南部,なんぶ,240000,三重県,みえけん
2421200,熊野市,くまのし,240022,紀勢・東紀州,きせいひがしきしゅう,240020,南部,なんぶ,240000,三重県,みえけん
2421400,いなべ市,いなべし,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2421500,志摩市,しまし,240021,伊勢志摩,いせしま,240020,南部,なんぶ,240000,三重県,みえけん
2421600,伊賀市,いがし,240013,伊賀,いが,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2430300,木曽岬町,きそさきちょう,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2432400,東員町,とういんちょう,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2434100,菰野町,こものちょう,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2434300,朝日町,あさひちょう,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2434400,川越町,かわごえちょう,240012,北部,ほくぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2444100,多気町,たきちょう,240011,中部,ちゅうぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2444200,明和町,めいわちょう,240011,中部,ちゅうぶ,240010,北中部,ほくちゅうぶ,240000,三重県,みえけん
2444300,大台町,おおだいちょう,240022,紀勢・東紀州,きせいひがしきしゅう,240020,南部,なんぶ,240000,三重県,みえけん
2446100,玉城町,たまきちょう,240021,伊勢志摩,いせしま,240020,南部,なんぶ,240000,三重県,みえけん
2447000,度会町,わたらいちょう,240021,伊勢志摩,いせしま,240020,南部,なんぶ,240000,三重県,みえけん
2447100,大紀町,たいきちょう,240022,紀勢・東紀州,きせいひがしきしゅう,240020,南部,なんぶ,240000,三重県,みえけん
2447200,南伊勢町,みなみいせちょう,240021,伊勢志摩,いせしま,240020,南部,なんぶ,240000,三重県,みえけん
2454300,紀北町,きほくちょう,240022,紀勢・東紀州,きせいひがしきしゅう,240020,南部,なんぶ,240000,三重県,みえけん
2456100,御浜町,みはまちょう,240022,紀勢・東紀州,きせいひがしきしゅう,240020,南部,なんぶ,240000,三重県,みえけん
2456200,紀宝町,きほうちょう,240022,紀勢・東紀州,きせいひがしきしゅう,240020,南部,なんぶ,240000,三重県,みえけん
2520101,大津市南部,おおつしなんぶ,250011,近江南部,おうみなんぶ,250010,南部,なんぶ,250000,滋賀県,しがけん
2520102,大津市北部,おおつしほくぶ,250021,近江西部,おうみせいぶ,250020,北部,ほくぶ,250000,滋賀県,しがけん
2520200,彦根市,ひこねし,250023,湖東,ことう,250020,北部,ほくぶ,250000,滋賀県,しがけん
2520300,長浜市,ながはまし,250022,湖北,こほく,250020,北部,ほくぶ,250000,滋賀県,しがけん
2520400,近江八幡市,おうみはちまんし,250012,東近江,ひがしおうみ,250010,南部,なんぶ,250000,滋賀県,しがけん
2520600,草津市,くさつし,250011,近江南部,おうみなんぶ,250010,南部,なんぶ,250000,滋賀県,しがけん
2520700,守山市,もりやまし,250011,近江南部,おうみなんぶ,250010,南部,なんぶ,250000,滋賀県,しがけん
2520800,栗東市,りっとうし,250011,近江南部,おうみなんぶ,250010,南部,なんぶ,250000,滋賀県,しがけん
2520900,甲賀市,こうかし,250013,甲賀,こうか,250010,南部,なんぶ,250000,滋賀県,しがけん
2521000,野洲市,やすし,250011,近江南部,おうみなんぶ,250010,南部,なんぶ,250000,滋賀県,しがけん
2521100,湖南市,こなんし,250013,甲賀,こうか,250010,南部,なんぶ,250000,滋賀県,しがけん
2521200,高島市,たかしまし,250021,近江西部,おうみせいぶ,250020,北部,ほくぶ,250000,滋賀県,しがけん
2521300,東近江市,ひがしおうみし,250012,東近江,ひがしおうみ,250010,南部,なんぶ,250000,滋賀県,しがけん
2521400,米原市,まいばらし,250022,湖北,こほく,250020,北部,ほくぶ,250000,滋賀県,しがけん
2538300,日野町,ひのちょう,250012,東近江,ひがしおうみ,250010,南部,なんぶ,250000,滋賀県,しがけん
2538400,竜王町,りゅうおうちょう,250012,東近江,ひがしおうみ,250010,南部,なんぶ,250000,滋賀県,しがけん
2542500,愛荘町,あいしょうちょう,250023,湖東,ことう,250020,北部,ほくぶ,250000,滋賀県,しがけん
2544100,豊郷町,とよさとちょう,250023,湖東,ことう,250020,北部,ほくぶ,250000,滋賀県,しがけん
2544200,甲良町,こうらちょう,250023,湖東,ことう,250020,北部,ほくぶ,250000,滋賀県,しがけん
2544300,多賀町,たがちょう,250023,湖東,ことう,250020,北部,ほくぶ,250000,滋賀県,しがけん
2610000,京都市,きょうとし,260011,京都・亀岡,きょうとかめおか,260010,南部,なんぶ,260000,京都府,きょうとふ
2620100,福知山市,ふくちやまし,260023,福知山,ふくちやま,260020,北部,ほくぶ,260000,京都府,きょうとふ
2620200,舞鶴市,まいづるし,260022,舞鶴・綾部,まいづるあやべ,260020,北部,ほくぶ,260000,京都府,きょうとふ
2620300,綾部市,あやべし,260022,舞鶴・綾部,まいづるあやべ,260020,北部,ほくぶ,260000,京都府,きょうとふ
2620400,宇治市,うじし,260013,山城中部,やましろちゅうぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2620500,宮津市,みやづし,260021,丹後,たんご,260020,北部,ほくぶ,260000,京都府,きょうとふ
2620600,亀岡市,かめおかし,260011,京都・亀岡,きょうとかめおか,260010,南部,なんぶ,260000,京都府,きょうとふ
2620700,城陽市,じょうようし,260013,山城中部,やましろちゅうぶ,260010,南部,なんぶ,260000,京都府,きょうとふ
2620800,向日市,むこうし,260011,京都・亀岡,きょうとかめおか,260010,南部,なんぶ,260000,京都府,きょうとふ
